ID,TR,UT,data,raingauges_id,update_ref,invalid,hours_surrounding_total
6281,17/12/05 19:33,1512492300,0.2,17,1512492300-17,0,0
6303,17/12/05 19:33,1512491400,0.2,19,1512491400-19,0,0
6304,17/12/05 19:33,1512492600,0.2,19,1512492600-19,0,0
6305,17/12/05 19:33,1512492900,0.4,19,1512492900-19,0,0
6306,17/12/05 19:33,1512493200,0.4,19,1512493200-19,0,0
6307,17/12/05 19:33,1512493500,1.2,19,1512493500-19,0,0
6308,17/12/05 19:33,1512493800,1,19,1512493800-19,0,0
6323,17/12/05 19:33,1512492600,0.2,20,1512492600-20,0,0
6324,17/12/05 19:33,1512493500,0.2,20,1512493500-20,0,0
6339,17/12/05 19:33,1512490500,0.2,22,1512490500-22,0,0
6340,17/12/05 19:33,1512491100,0.2,22,1512491100-22,0,0
6341,17/12/05 19:33,1512492000,0.2,22,1512492000-22,0,0
6342,17/12/05 19:33,1512492600,0.2,22,1512492600-22,0,0
6343,17/12/05 19:33,1512492900,0.2,22,1512492900-22,0,0
6344,17/12/05 19:33,1512493800,0.2,22,1512493800-22,0,0
6345,17/12/05 19:33,1512494400,0.2,22,1512494400-22,0,0
6346,17/12/05 19:33,1512494700,0.2,22,1512494700-22,0,0
6347,17/12/05 19:33,1512495000,0.2,22,1512495000-22,0,0
6358,17/12/05 19:33,1512492900,0.2,23,1512492900-23,0,0
6393,17/12/05 19:33,1512491400,0.2,27,1512491400-27,0,0
6394,17/12/05 19:33,1512492900,0.2,27,1512492900-27,0,0
6401,17/12/05 19:33,1512492600,0.2,28,1512492600-28,0,0
6410,17/12/05 19:33,1512491400,0.2,29,1512491400-29,0,0
6411,17/12/05 19:33,1512492900,0.2,29,1512492900-29,0,0
6412,17/12/05 19:33,1512494400,0.2,29,1512494400-29,0,0
6423,17/12/05 19:33,1512491400,0.2,30,1512491400-30,0,0
6424,17/12/05 19:33,1512492900,0.2,30,1512492900-30,0,0
6425,17/12/05 19:33,1512493800,0.2,30,1512493800-30,0,0
6446,17/12/05 19:33,1512491400,0.6,32,1512491400-32,0,0
6447,17/12/05 19:33,1512491700,0.2,32,1512491700-32,0,0
6448,17/12/05 19:33,1512492600,0.2,32,1512492600-32,0,0
6449,17/12/05 19:33,1512493500,0.6,32,1512493500-32,0,0
6450,17/12/05 19:33,1512493800,0.8,32,1512493800-32,0,0
6451,17/12/05 19:33,1512494100,0.6,32,1512494100-32,0,0
6452,17/12/05 19:33,1512494400,0.2,32,1512494400-32,0,0
6453,17/12/05 19:33,1512494700,0.2,32,1512494700-32,0,0
6466,17/12/05 19:33,1512483900,0.2,33,1512483900-33,0,0
6467,17/12/05 19:33,1512484500,0.2,33,1512484500-33,0,0
6468,17/12/05 19:33,1512484800,0.2,33,1512484800-33,0,0
6469,17/12/05 19:33,1512485100,0.2,33,1512485100-33,0,0
6470,17/12/05 19:33,1512486000,0.2,33,1512486000-33,0,0
6471,17/12/05 19:33,1512486300,0.2,33,1512486300-33,0,0
6472,17/12/05 19:33,1512486600,0.2,33,1512486600-33,0,0
6473,17/12/05 19:33,1512486900,0.2,33,1512486900-33,0,0
6495,17/12/05 19:33,1512492000,0.2,34,1512492000-34,0,0
6496,17/12/05 19:33,1512492900,0.2,34,1512492900-34,0,0
6497,17/12/05 19:33,1512493200,0.2,34,1512493200-34,0,0
6498,17/12/05 19:33,1512493800,0.4,34,1512493800-34,0,0
6499,17/12/05 19:33,1512494100,0.4,34,1512494100-34,0,0
6500,17/12/05 19:33,1512494700,0.4,34,1512494700-34,0,0
6519,17/12/05 19:33,1512490200,0.2,35,1512490200-35,0,0
6520,17/12/05 19:33,1512490800,0.2,35,1512490800-35,0,0
6521,17/12/05 19:33,1512491100,0.2,35,1512491100-35,0,0
6522,17/12/05 19:33,1512491400,0.4,35,1512491400-35,0,0
6523,17/12/05 19:33,1512491700,0.2,35,1512491700-35,0,0
6524,17/12/05 19:33,1512492000,0.4,35,1512492000-35,0,0
6525,17/12/05 19:33,1512492300,0.6,35,1512492300-35,0,0
6526,17/12/05 19:33,1512492600,0.4,35,1512492600-35,0,0
6527,17/12/05 19:33,1512492900,0.2,35,1512492900-35,0,0
6528,17/12/05 19:33,1512493200,0.2,35,1512493200-35,0,0
6529,17/12/05 19:33,1512493500,0.2,35,1512493500-35,0,0
6530,17/12/05 19:33,1512493800,0.2,35,1512493800-35,0,0
6531,17/12/05 19:33,1512494100,0.4,35,1512494100-35,0,0
6532,17/12/05 19:33,1512494400,0.4,35,1512494400-35,0,0
6540,17/12/05 19:33,1512491700,0.2,36,1512491700-36,0,0
6541,17/12/05 19:33,1512492300,0.2,36,1512492300-36,0,0
6542,17/12/05 19:33,1512492900,0.2,36,1512492900-36,0,0
6571,17/12/05 19:33,1512490200,0.2,37,1512490200-37,0,0
6572,17/12/05 19:33,1512490500,0.2,37,1512490500-37,0,0
6599,17/12/05 19:33,1512489600,0.2,41,1512489600-41,0,0
6600,17/12/05 19:33,1512490500,0.2,41,1512490500-41,0,0
6601,17/12/05 19:33,1512490800,0.2,41,1512490800-41,0,0
6602,17/12/05 19:33,1512491100,0.2,41,1512491100-41,0,0
6603,17/12/05 19:33,1512491700,0.2,41,1512491700-41,0,0
6604,17/12/05 19:33,1512492600,0.2,41,1512492600-41,0,0
6605,17/12/05 19:33,1512492900,0.2,41,1512492900-41,0,0
6606,17/12/05 19:33,1512493500,0.2,41,1512493500-41,0,0
6607,17/12/05 19:33,1512493800,0.2,41,1512493800-41,0,0
6627,17/12/05 19:33,1512491400,1.2,42,1512491400-42,0,0
6628,17/12/05 19:33,1512491700,0.8,42,1512491700-42,0,0
6629,17/12/05 19:33,1512492000,0.4,42,1512492000-42,0,0
6630,17/12/05 19:33,1512492300,0.4,42,1512492300-42,0,0
6631,17/12/05 19:33,1512492600,0.2,42,1512492600-42,0,0
6632,17/12/05 19:33,1512492900,0.2,42,1512492900-42,0,0
6633,17/12/05 19:33,1512493500,0.4,42,1512493500-42,0,0
6634,17/12/05 19:33,1512493800,0.4,42,1512493800-42,0,0
6635,17/12/05 19:33,1512494100,0.8,42,1512494100-42,0,0
6651,17/12/05 19:33,1512490800,0.2,44,1512490800-44,0,0
6658,17/12/05 20:33,1512494100,0.2,1,1512494100-1,0,0
6659,17/12/05 20:33,1512494400,0.2,1,1512494400-1,0,0
6660,17/12/05 20:33,1512495000,0.8,1,1512495000-1,0,0
6661,17/12/05 20:33,1512495300,0.2,1,1512495300-1,0,0
6662,17/12/05 20:33,1512496200,0.4,1,1512496200-1,0,0
6663,17/12/05 20:33,1512496500,0.2,1,1512496500-1,0,0
6664,17/12/05 20:33,1512496800,0.4,1,1512496800-1,0,0
6665,17/12/05 20:33,1512497100,0.2,1,1512497100-1,0,0
6666,17/12/05 20:33,1512497400,0.4,1,1512497400-1,0,0
6673,17/12/05 20:33,1512496200,0.2,2,1512496200-2,0,0
6692,17/12/05 20:33,1512495300,0.2,3,1512495300-3,0,0
6703,17/12/05 20:33,1512494700,0.2,4,1512494700-4,0,0
6715,17/12/05 20:33,1512495000,0.6,5,1512495000-5,0,0
6716,17/12/05 20:33,1512495300,0.4,5,1512495300-5,0,0
6717,17/12/05 20:33,1512496500,0.4,5,1512496500-5,0,0
6718,17/12/05 20:33,1512496800,0.6,5,1512496800-5,0,0
6719,17/12/05 20:33,1512497100,0.2,5,1512497100-5,0,0
6720,17/12/05 20:33,1512497700,0.2,5,1512497700-5,0,0
6736,17/12/05 20:33,1512494400,0.2,6,1512494400-6,0,0
6737,17/12/05 20:33,1512495000,0.2,6,1512495000-6,0,0
6738,17/12/05 20:33,1512495300,1,6,1512495300-6,0,0
6739,17/12/05 20:33,1512495600,0.4,6,1512495600-6,0,0
6740,17/12/05 20:33,1512495900,0.2,6,1512495900-6,0,0
6741,17/12/05 20:33,1512496200,0.2,6,1512496200-6,0,0
6742,17/12/05 20:33,1512496500,0.2,6,1512496500-6,0,0
6743,17/12/05 20:33,1512496800,0.4,6,1512496800-6,0,0
6744,17/12/05 20:33,1512497100,0.2,6,1512497100-6,0,0
6745,17/12/05 20:33,1512497400,0.2,6,1512497400-6,0,0
6746,17/12/05 20:33,1512497700,0.2,6,1512497700-6,0,0
6747,17/12/05 20:33,1512498000,1.2,6,1512498000-6,0,0
6772,17/12/05 20:33,1512495000,0.2,7,1512495000-7,0,0
6773,17/12/05 20:33,1512495300,0.4,7,1512495300-7,0,0
6774,17/12/05 20:33,1512495600,0.2,7,1512495600-7,0,0
6775,17/12/05 20:33,1512496200,0.2,7,1512496200-7,0,0
6776,17/12/05 20:33,1512497100,0.2,7,1512497100-7,0,0
6777,17/12/05 20:33,1512498000,0.2,7,1512498000-7,0,0
6780,17/12/05 20:33,1512494700,0.2,8,1512494700-8,0,0
6781,17/12/05 20:33,1512495600,0.2,8,1512495600-8,0,0
6807,17/12/05 20:33,1512495600,1.2,9,1512495600-9,0,0
6808,17/12/05 20:33,1512495900,0.8,9,1512495900-9,0,0
6809,17/12/05 20:33,1512496200,0.4,9,1512496200-9,0,0
6814,17/12/05 20:33,1512494400,0.2,10,1512494400-10,0,0
6815,17/12/05 20:33,1512495000,0.2,10,1512495000-10,0,0
6816,17/12/05 20:33,1512495300,0.2,10,1512495300-10,0,0
6817,17/12/05 20:33,1512495600,0.4,10,1512495600-10,0,0
6818,17/12/05 20:33,1512495900,0.2,10,1512495900-10,0,0
6819,17/12/05 20:33,1512496500,0.2,10,1512496500-10,0,0
6820,17/12/05 20:33,1512497100,0.4,10,1512497100-10,0,0
6821,17/12/05 20:33,1512497400,0.2,10,1512497400-10,0,0
6822,17/12/05 20:33,1512498000,0.2,10,1512498000-10,0,0
6823,17/12/05 20:33,1512498300,0.2,10,1512498300-10,0,0
6824,17/12/05 20:33,1512498600,0.2,10,1512498600-10,0,0
6844,17/12/05 20:33,1512494400,0.2,11,1512494400-11,0,0
6845,17/12/05 20:33,1512494700,0.2,11,1512494700-11,0,0
6846,17/12/05 20:33,1512495000,0.2,11,1512495000-11,0,0
6847,17/12/05 20:33,1512495300,0.2,11,1512495300-11,0,0
6848,17/12/05 20:33,1512495600,0.2,11,1512495600-11,0,0
6849,17/12/05 20:33,1512496200,0.2,11,1512496200-11,0,0
6850,17/12/05 20:33,1512496500,0.2,11,1512496500-11,0,0
6851,17/12/05 20:33,1512496800,0.4,11,1512496800-11,0,0
6852,17/12/05 20:33,1512497400,0.2,11,1512497400-11,0,0
6874,17/12/05 20:33,1512494700,0.2,12,1512494700-12,0,0
6875,17/12/05 20:33,1512495000,0.6,12,1512495000-12,0,0
6876,17/12/05 20:33,1512495300,0.6,12,1512495300-12,0,0
6877,17/12/05 20:33,1512495600,0.2,12,1512495600-12,0,0
6878,17/12/05 20:33,1512496200,0.2,12,1512496200-12,0,0
6879,17/12/05 20:33,1512496500,0.4,12,1512496500-12,0,0
6880,17/12/05 20:33,1512496800,0.4,12,1512496800-12,0,0
6881,17/12/05 20:33,1512497100,0.2,12,1512497100-12,0,0
6898,17/12/05 20:33,1512493800,0.2,13,1512493800-13,0,0
6899,17/12/05 20:33,1512494700,0.2,13,1512494700-13,0,0
6900,17/12/05 20:33,1512495000,0.2,13,1512495000-13,0,0
6901,17/12/05 20:33,1512496500,0.2,13,1512496500-13,0,0
6902,17/12/05 20:33,1512497100,0.2,13,1512497100-13,0,0
6903,17/12/05 20:33,1512497400,0.4,13,1512497400-13,0,0
6904,17/12/05 20:33,1512497700,0.4,13,1512497700-13,0,0
6927,17/12/05 20:33,1512494400,0.2,14,1512494400-14,0,0
6928,17/12/05 20:33,1512495600,0.2,14,1512495600-14,0,0
6929,17/12/05 20:33,1512496200,0.2,14,1512496200-14,0,0
6930,17/12/05 20:33,1512496500,0.2,14,1512496500-14,0,0
6946,17/12/05 20:33,1512494700,0.2,16,1512494700-16,0,0
6947,17/12/05 20:33,1512495000,0.4,16,1512495000-16,0,0
6948,17/12/05 20:33,1512495300,0.2,16,1512495300-16,0,0
6949,17/12/05 20:33,1512495900,0.2,16,1512495900-16,0,0
6950,17/12/05 20:33,1512496800,0.2,16,1512496800-16,0,0
6951,17/12/05 20:33,1512498000,0.2,16,1512498000-16,0,0
6976,17/12/05 20:33,1512495000,2.4,17,1512495000-17,0,0
6977,17/12/05 20:33,1512495300,0.6,17,1512495300-17,0,0
6978,17/12/05 20:33,1512495600,0.2,17,1512495600-17,0,0
6979,17/12/05 20:33,1512495900,0.2,17,1512495900-17,0,0
6998,17/12/05 20:33,1512494100,0.4,18,1512494100-18,0,0
6999,17/12/05 20:33,1512494400,0.8,18,1512494400-18,0,0
7000,17/12/05 20:33,1512494700,0.2,18,1512494700-18,0,0
7001,17/12/05 20:33,1512495000,0.2,18,1512495000-18,0,0
7002,17/12/05 20:33,1512495300,0.4,18,1512495300-18,0,0
7003,17/12/05 20:33,1512495900,0.2,18,1512495900-18,0,0
7004,17/12/05 20:33,1512496500,0.4,18,1512496500-18,0,0
7005,17/12/05 20:33,1512496800,0.2,18,1512496800-18,0,0
7006,17/12/05 20:33,1512497100,0.2,18,1512497100-18,0,0
7015,17/12/05 20:33,1512494100,0.4,19,1512494100-19,0,0
7016,17/12/05 20:33,1512494400,0.4,19,1512494400-19,0,0
7017,17/12/05 20:33,1512494700,0.2,19,1512494700-19,0,0
7018,17/12/05 20:33,1512495000,0.2,19,1512495000-19,0,0
7019,17/12/05 20:33,1512495900,0.2,19,1512495900-19,0,0
7020,17/12/05 20:33,1512496500,0.2,19,1512496500-19,0,0
7021,17/12/05 20:33,1512497100,0.2,19,1512497100-19,0,0
7042,17/12/05 20:33,1512494400,0.2,20,1512494400-20,0,0
7043,17/12/05 20:33,1512495300,0.2,20,1512495300-20,0,0
7044,17/12/05 20:33,1512495600,0.2,20,1512495600-20,0,0
7045,17/12/05 20:33,1512495900,0.2,20,1512495900-20,0,0
7046,17/12/05 20:33,1512497100,0.2,20,1512497100-20,0,0
7063,17/12/05 20:33,1512495300,0.2,22,1512495300-22,0,0
7064,17/12/05 20:33,1512495600,0.2,22,1512495600-22,0,0
7065,17/12/05 20:33,1512495900,0.2,22,1512495900-22,0,0
7066,17/12/05 20:33,1512496500,0.2,22,1512496500-22,0,0
7067,17/12/05 20:33,1512496800,0.2,22,1512496800-22,0,0
7068,17/12/05 20:33,1512497100,0.4,22,1512497100-22,0,0
7069,17/12/05 20:33,1512497400,0.4,22,1512497400-22,0,0
7070,17/12/05 20:33,1512498000,0.2,22,1512498000-22,0,0
7090,17/12/05 20:33,1512496500,0.2,23,1512496500-23,0,0
7091,17/12/05 20:33,1512497700,0.4,23,1512497700-23,0,0
7103,17/12/05 20:33,1512493500,0.2,24,1512493500-24,0,0
7104,17/12/05 20:33,1512494100,0.2,24,1512494100-24,0,0
7105,17/12/05 20:33,1512495000,0.2,24,1512495000-24,0,0
7106,17/12/05 20:33,1512495600,0.2,24,1512495600-24,0,0
7107,17/12/05 20:33,1512495900,0.2,24,1512495900-24,0,0
7116,17/12/05 20:33,1512494100,0.2,25,1512494100-25,0,0
7117,17/12/05 20:33,1512494700,0.2,25,1512494700-25,0,0
7118,17/12/05 20:33,1512496500,0.2,25,1512496500-25,0,0
7119,17/12/05 20:33,1512497400,0.2,25,1512497400-25,0,0
7120,17/12/05 20:33,1512497700,0.2,25,1512497700-25,0,0
7133,17/12/05 20:33,1512494700,0.2,26,1512494700-26,0,0
7134,17/12/05 20:33,1512495300,0.2,26,1512495300-26,0,0
7135,17/12/05 20:33,1512496500,0.2,26,1512496500-26,0,0
7136,17/12/05 20:33,1512497400,0.2,26,1512497400-26,0,0
7141,17/12/05 20:33,1512494700,0.2,27,1512494700-27,0,0
7142,17/12/05 20:33,1512496200,0.2,27,1512496200-27,0,0
7151,17/12/05 20:33,1512494700,0.2,28,1512494700-28,0,0
7152,17/12/05 20:33,1512496200,0.2,28,1512496200-28,0,0
7153,17/12/05 20:33,1512497400,0.2,28,1512497400-28,0,0
7163,17/12/05 20:33,1512496200,0.2,29,1512496200-29,0,0
7164,17/12/05 20:33,1512497700,0.2,29,1512497700-29,0,0
7165,17/12/05 20:33,1512498300,0.2,29,1512498300-29,0,0
7179,17/12/05 20:33,1512494700,0.2,30,1512494700-30,0,0
7180,17/12/05 20:33,1512495000,0.2,30,1512495000-30,0,0
7181,17/12/05 20:33,1512495600,0.2,30,1512495600-30,0,0
7182,17/12/05 20:33,1512497100,0.2,30,1512497100-30,0,0
7183,17/12/05 20:33,1512497700,0.2,30,1512497700-30,0,0
7184,17/12/05 20:33,1512498300,0.2,30,1512498300-30,0,0
7208,17/12/05 20:33,1512495000,0.2,32,1512495000-32,0,0
7209,17/12/05 20:33,1512495300,1.2,32,1512495300-32,0,0
7210,17/12/05 20:33,1512495600,0.2,32,1512495600-32,0,0
7211,17/12/05 20:33,1512495900,0.4,32,1512495900-32,0,0
7212,17/12/05 20:33,1512496200,0.2,32,1512496200-32,0,0
7213,17/12/05 20:33,1512496500,0.4,32,1512496500-32,0,0
7214,17/12/05 20:33,1512496800,0.2,32,1512496800-32,0,0
7215,17/12/05 20:33,1512497100,0.8,32,1512497100-32,0,0
7216,17/12/05 20:33,1512497400,0.2,32,1512497400-32,0,0
7217,17/12/05 20:33,1512497700,1,32,1512497700-32,0,0
7218,17/12/05 20:33,1512498000,1.4,32,1512498000-32,0,0
7219,17/12/05 20:33,1512498300,1,32,1512498300-32,0,0
7240,17/12/05 20:33,1512487500,0.2,33,1512487500-33,0,0
7241,17/12/05 20:33,1512487800,0.2,33,1512487800-33,0,0
7242,17/12/05 20:33,1512488400,0.2,33,1512488400-33,0,0
7243,17/12/05 20:33,1512489000,0.2,33,1512489000-33,0,0
7244,17/12/05 20:33,1512489900,0.2,33,1512489900-33,0,0
7245,17/12/05 20:33,1512490200,0.2,33,1512490200-33,0,0
7246,17/12/05 20:33,1512490500,0.2,33,1512490500-33,0,0
7247,17/12/05 20:33,1512490800,0.2,33,1512490800-33,0,0
7248,17/12/05 20:33,1512491100,0.6,33,1512491100-33,0,0
7249,17/12/05 20:33,1512491400,1,33,1512491400-33,0,0
7250,17/12/05 20:33,1512491700,2,33,1512491700-33,0,0
7280,17/12/05 20:33,1512495300,0.2,34,1512495300-34,0,0
7281,17/12/05 20:33,1512495900,0.2,34,1512495900-34,0,0
7282,17/12/05 20:33,1512496500,0.2,34,1512496500-34,0,0
7283,17/12/05 20:33,1512497400,0.2,34,1512497400-34,0,0
7308,17/12/05 20:33,1512494700,0.2,35,1512494700-35,0,0
7309,17/12/05 20:33,1512495000,0.4,35,1512495000-35,0,0
7310,17/12/05 20:33,1512495300,0.4,35,1512495300-35,0,0
7311,17/12/05 20:33,1512495600,0.6,35,1512495600-35,0,0
7312,17/12/05 20:33,1512495900,0.8,35,1512495900-35,0,0
7313,17/12/05 20:33,1512496200,0.4,35,1512496200-35,0,0
7314,17/12/05 20:33,1512496500,0.4,35,1512496500-35,0,0
7315,17/12/05 20:33,1512496800,0.4,35,1512496800-35,0,0
7316,17/12/05 20:33,1512497100,0.6,35,1512497100-35,0,0
7317,17/12/05 20:33,1512497400,0.8,35,1512497400-35,0,0
7339,17/12/05 20:33,1512494100,0.2,36,1512494100-36,0,0
7340,17/12/05 20:33,1512495000,0.2,36,1512495000-36,0,0
7341,17/12/05 20:33,1512495900,0.2,36,1512495900-36,0,0
7373,17/12/05 20:33,1512495000,0.2,37,1512495000-37,0,0
7374,17/12/05 20:33,1512495300,0.2,37,1512495300-37,0,0
7375,17/12/05 20:33,1512495600,0.2,37,1512495600-37,0,0
7376,17/12/05 20:33,1512495900,0.8,37,1512495900-37,0,0
7377,17/12/05 20:33,1512496200,1,37,1512496200-37,0,0
7378,17/12/05 20:33,1512496500,0.6,37,1512496500-37,0,0
7379,17/12/05 20:33,1512496800,0.2,37,1512496800-37,0,0
7380,17/12/05 20:33,1512497100,0.4,37,1512497100-37,0,0
7381,17/12/05 20:33,1512497400,0.4,37,1512497400-37,0,0
7397,17/12/05 20:33,1512495000,0.4,38,1512495000-38,0,0
7398,17/12/05 20:33,1512495300,0.6,38,1512495300-38,0,0
7399,17/12/05 20:33,1512495600,0.6,38,1512495600-38,0,0
7400,17/12/05 20:33,1512495900,0.4,38,1512495900-38,0,0
7401,17/12/05 20:33,1512496200,1,38,1512496200-38,0,0
7402,17/12/05 20:33,1512496500,0.2,38,1512496500-38,0,0
7403,17/12/05 20:33,1512497100,0.2,38,1512497100-38,0,0
7404,17/12/05 20:33,1512497400,0.2,38,1512497400-38,0,0
7418,17/12/05 20:33,1512494100,0.2,41,1512494100-41,0,0
7419,17/12/05 20:33,1512494400,0.2,41,1512494400-41,0,0
7420,17/12/05 20:33,1512494700,0.2,41,1512494700-41,0,0
7421,17/12/05 20:33,1512495300,0.2,41,1512495300-41,0,0
7422,17/12/05 20:33,1512495900,0.2,41,1512495900-41,0,0
7423,17/12/05 20:33,1512496200,0.2,41,1512496200-41,0,0
7424,17/12/05 20:33,1512496500,0.2,41,1512496500-41,0,0
7425,17/12/05 20:33,1512496800,0.2,41,1512496800-41,0,0
7426,17/12/05 20:33,1512497100,0.2,41,1512497100-41,0,0
7455,17/12/05 20:33,1512494400,0.2,42,1512494400-42,0,0
7456,17/12/05 20:33,1512494700,0.6,42,1512494700-42,0,0
7457,17/12/05 20:33,1512495000,0.4,42,1512495000-42,0,0
7458,17/12/05 20:33,1512495300,0.4,42,1512495300-42,0,0
7459,17/12/05 20:33,1512495900,0.2,42,1512495900-42,0,0
7460,17/12/05 20:33,1512496200,0.2,42,1512496200-42,0,0
7461,17/12/05 20:33,1512496500,0.6,42,1512496500-42,0,0
7462,17/12/05 20:33,1512496800,0.6,42,1512496800-42,0,0
7487,17/12/05 20:33,1512493800,0.2,44,1512493800-44,0,0
7488,17/12/05 20:33,1512494400,0.2,44,1512494400-44,0,0
7489,17/12/05 20:33,1512495300,0.2,44,1512495300-44,0,0
7490,17/12/05 20:33,1512496200,0.2,44,1512496200-44,0,0
7491,17/12/05 20:33,1512496500,0.2,44,1512496500-44,0,0
7492,17/12/05 20:33,1512497100,0.2,44,1512497100-44,0,0
7493,17/12/05 20:33,1512497400,0.2,44,1512497400-44,0,0
7494,17/12/05 20:33,1512497700,0.2,44,1512497700-44,0,0
7495,17/12/05 20:33,1512498000,0.2,44,1512498000-44,0,0
7496,17/12/05 20:33,1512498300,0.2,44,1512498300-44,0,0
7504,17/12/05 21:33,1512497700,0.2,1,1512497700-1,0,0
7505,17/12/05 21:33,1512500400,0.2,1,1512500400-1,0,0
7506,17/12/05 21:33,1512501000,0.2,1,1512501000-1,0,0
7522,17/12/05 21:33,1512497700,0.2,2,1512497700-2,0,0
7523,17/12/05 21:33,1512498300,0.6,2,1512498300-2,0,0
7524,17/12/05 21:33,1512498600,0.6,2,1512498600-2,0,0
7525,17/12/05 21:33,1512498900,0.2,2,1512498900-2,0,0
7526,17/12/05 21:33,1512499200,0.2,2,1512499200-2,0,0
7527,17/12/05 21:33,1512499500,0.4,2,1512499500-2,0,0
7528,17/12/05 21:33,1512499800,0.2,2,1512499800-2,0,0
7529,17/12/05 21:33,1512500100,0.4,2,1512500100-2,0,0
7530,17/12/05 21:33,1512500400,0.8,2,1512500400-2,0,0
7531,17/12/05 21:33,1512500700,1,2,1512500700-2,0,0
7532,17/12/05 21:33,1512501000,0.4,2,1512501000-2,0,0
7533,17/12/05 21:33,1512501300,0.8,2,1512501300-2,0,0
7534,17/12/05 21:33,1512501600,1.8,2,1512501600-2,0,0
7554,17/12/05 21:33,1512498900,0.2,3,1512498900-3,0,0
7555,17/12/05 21:33,1512499200,0.2,3,1512499200-3,0,0
7556,17/12/05 21:33,1512499500,0.4,3,1512499500-3,0,0
7557,17/12/05 21:33,1512499800,0.4,3,1512499800-3,0,0
7558,17/12/05 21:33,1512500100,0.6,3,1512500100-3,0,0
7559,17/12/05 21:33,1512500400,0.8,3,1512500400-3,0,0
7560,17/12/05 21:33,1512500700,0.4,3,1512500700-3,0,0
7561,17/12/05 21:33,1512501000,0.8,3,1512501000-3,0,0
7562,17/12/05 21:33,1512501300,1,3,1512501300-3,0,0
7563,17/12/05 21:33,1512501600,1.6,3,1512501600-3,0,0
7575,17/12/05 21:33,1512497700,0.2,4,1512497700-4,0,0
7576,17/12/05 21:33,1512498000,0.4,4,1512498000-4,0,0
7577,17/12/05 21:33,1512498300,0.2,4,1512498300-4,0,0
7578,17/12/05 21:33,1512498600,0.8,4,1512498600-4,0,0
7579,17/12/05 21:33,1512498900,0.2,4,1512498900-4,0,0
7580,17/12/05 21:33,1512499200,0.6,4,1512499200-4,0,0
7581,17/12/05 21:33,1512499500,0.2,4,1512499500-4,0,0
7582,17/12/05 21:33,1512499800,0.4,4,1512499800-4,0,0
7583,17/12/05 21:33,1512500100,0.2,4,1512500100-4,0,0
7584,17/12/05 21:33,1512500400,0.2,4,1512500400-4,0,0
7597,17/12/05 21:33,1512499500,0.2,5,1512499500-5,0,0
7598,17/12/05 21:33,1512499800,0.6,5,1512499800-5,0,0
7599,17/12/05 21:33,1512500100,0.2,5,1512500100-5,0,0
7600,17/12/05 21:33,1512500400,0.4,5,1512500400-5,0,0
7601,17/12/05 21:33,1512500700,0.2,5,1512500700-5,0,0
7602,17/12/05 21:33,1512501000,0.2,5,1512501000-5,0,0
7603,17/12/05 21:33,1512501300,0.2,5,1512501300-5,0,0
7604,17/12/05 21:33,1512501600,0.2,5,1512501600-5,0,0
7605,17/12/05 21:33,1512501900,0.2,5,1512501900-5,0,0
7606,17/12/05 21:33,1512502200,0.2,5,1512502200-5,0,0
7628,17/12/05 21:33,1512498300,1,6,1512498300-6,0,0
7629,17/12/05 21:33,1512498600,0.6,6,1512498600-6,0,0
7630,17/12/05 21:33,1512498900,0.2,6,1512498900-6,0,0
7631,17/12/05 21:33,1512499200,0.2,6,1512499200-6,0,0
7668,17/12/05 21:33,1512498600,0.2,7,1512498600-7,0,0
7669,17/12/05 21:33,1512499500,0.4,7,1512499500-7,0,0
7670,17/12/05 21:33,1512499800,0.2,7,1512499800-7,0,0
7671,17/12/05 21:33,1512500100,0.2,7,1512500100-7,0,0
7672,17/12/05 21:33,1512500700,0.2,7,1512500700-7,0,0
7673,17/12/05 21:33,1512501300,0.2,7,1512501300-7,0,0
7674,17/12/05 21:33,1512501600,0.4,7,1512501600-7,0,0
7675,17/12/05 21:33,1512501900,0.4,7,1512501900-7,0,0
7676,17/12/05 21:33,1512502200,0.4,7,1512502200-7,0,0
7677,17/12/05 21:33,1512502500,1.4,7,1512502500-7,0,0
7686,17/12/05 21:33,1512497400,0.2,8,1512497400-8,0,0
7687,17/12/05 21:33,1512498600,0.2,8,1512498600-8,0,0
7688,17/12/05 21:33,1512499200,0.6,8,1512499200-8,0,0
7689,17/12/05 21:33,1512499500,0.6,8,1512499500-8,0,0
7690,17/12/05 21:33,1512499800,0.6,8,1512499800-8,0,0
7691,17/12/05 21:33,1512500100,0.6,8,1512500100-8,0,0
7692,17/12/05 21:33,1512500400,0.4,8,1512500400-8,0,0
7693,17/12/05 21:33,1512500700,2,8,1512500700-8,0,0
7694,17/12/05 21:33,1512501000,2.2,8,1512501000-8,0,0
7695,17/12/05 21:33,1512501300,4.2,8,1512501300-8,0,0
7696,17/12/05 21:33,1512501600,7.2,8,1512501600-8,0,0
7697,17/12/05 21:33,1512501900,4.2,8,1512501900-8,0,0
7725,17/12/05 21:33,1512498300,0.2,9,1512498300-9,0,0
7726,17/12/05 21:33,1512499200,0.2,9,1512499200-9,0,0
7727,17/12/05 21:33,1512499800,0.2,9,1512499800-9,0,0
7728,17/12/05 21:33,1512500700,0.2,9,1512500700-9,0,0
7736,17/12/05 21:33,1512498900,0.2,10,1512498900-10,0,0
7737,17/12/05 21:33,1512499800,0.2,10,1512499800-10,0,0
